image_name,region,image_path,gt_fg_ratio,lora_mIoU,hl_mIoU,lora_F1,hl_F1,lora_Boundary_IoU,hl_Boundary_IoU,lora_fp_ratio,hl_fp_ratio,lora_fn_ratio,hl_fn_ratio,delta_mIoU,delta_F1,delta_Boundary_IoU,delta_fp_ratio,delta_fn_ratio,tag
potsdam_896,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_896.tif,0.27042388916015625,0.7415792960578155,0.8387664881574731,0.8516170325822696,0.9123143080532237,0.14499386092674965,0.2141270820529665,0.09232711791992188,0.047985076904296875,0.001415252685546875,0.003353118896484375,0.09718719209965765,0.06069727547095405,0.06913322112621684,0.044342041015625,-0.0019378662109375,region_iou_gain
wuxi_662,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_662.tif,0.0042572021484375,0.35792174472873894,0.4487334137736738,0.5271610770069164,0.6194837635409525,0.020206555948800786,0.05048076928783168,0.00763702392578125,0.005229949951171875,0.0,0.0,0.09081166904493487,0.09232268653403608,0.03027421333903089,0.002407073974609375,0.0,region_iou_gain
kitsap_1439,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1439.tif,0.012828826904296875,0.6543209876613171,0.7257374465272295,0.7910447761219593,0.841075156578274,0.33514071780699356,0.4180857310799153,0.00601959228515625,0.00411224365234375,0.00049591064453125,0.0005340576171875,0.07141645886591241,0.050030380456314694,0.08294501327292175,0.0019073486328125,-3.814697265625e-05,region_iou_gain
kitsap_1694,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1694.tif,0.00988006591796875,0.6145679012440848,0.6843723790974455,0.7612784829521138,0.8126141078869276,0.27060309443414576,0.3567915248067805,0.0055694580078125,0.003765106201171875,0.000385284423828125,0.00054168701171875,0.06980447785336075,0.051335624934813806,0.08618843037263474,0.001804351806640625,-0.000156402587890625,region_iou_gain
khartoum_291,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_291.tif,0.00276947021484375,0.6506717850623155,0.7168539326160838,0.7883720930355598,0.8350785340422069,0.49248120304567805,0.6075949367419751,0.0012054443359375,0.0006256103515625,0.00018310546875,0.000335693359375,0.06618214755376828,0.046706441006647115,0.11511373369629702,0.000579833984375,-0.000152587890625,region_iou_gain
kitsap_1125,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1125.tif,0.0035552978515625,0.5294832827033749,0.5955882353211505,0.69236883943989,0.7465437788124616,0.2937111265173662,0.3656770456650487,0.002719879150390625,0.0021514892578125,0.000232696533203125,0.000156402587890625,0.0661049526177756,0.05417493937257156,0.07196591914768252,0.000568389892578125,7.62939453125e-05,region_iou_gain
khartoum_110,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_110.tif,0.0800628662109375,0.5352602778180574,0.5951844684846138,0.697289294266579,0.7462265088997788,0.19532503246812571,0.24716448117701578,0.055873870849609375,0.040187835693359375,0.00730133056640625,0.00849151611328125,0.05992419066655641,0.04893721463319978,0.05183944870889007,0.01568603515625,-0.001190185546875,region_iou_gain
dunedin_719,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_719.tif,0.02024078369140625,0.771387375844739,0.8301321585933016,0.8709414850332736,0.9071827460051302,0.4148197895810428,0.5352772715559677,0.003570556640625,0.001407623291015625,0.001873016357421875,0.002269744873046875,0.05874478274856254,0.03624126097185654,0.1204574819749249,0.002162933349609375,-0.000396728515625,region_iou_gain
kitsap_889,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_889.tif,0.027862548828125,0.6609047807224327,0.7172701949891014,0.7958370502539647,0.8353609083546363,0.26882518937666977,0.355008210191215,0.0107574462890625,0.00774383544921875,0.002338409423828125,0.002323150634765625,0.056365414266668634,0.039523858100671605,0.08618302081454521,0.00301361083984375,1.52587890625e-05,region_iou_gain
wuxi_417,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_417.tif,0.12031173706054688,0.6181235499987847,0.6726627168317056,0.7640004374190301,0.8043016802641821,0.055035685968516865,0.07940567531920956,0.07371139526367188,0.05803680419921875,0.0003814697265625,0.00034332275390625,0.05453916683292093,0.04030124284515202,0.024369989350692692,0.015674591064453125,3.814697265625e-05,region_iou_gain
potsdam_968,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_968.tif,0.3497428894042969,0.5260604230913635,0.5217853589632327,0.689435903233246,0.6857542108548044,0.042272811404618645,0.06643169924501964,0.1809539794921875,0.1525421142578125,0.07056427001953125,0.08765792846679688,-0.004275064128130723,-0.0036816923784416256,0.024158887840400996,0.028411865234375,-0.017093658447265625,fp_reduction
khartoum_647,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_647.tif,0.24290084838867188,0.5470922597271736,0.5704689274708524,0.7072522744357927,0.7264950200439955,0.22428640679913273,0.2643694823372942,0.1376190185546875,0.10974884033203125,0.03472137451171875,0.04172515869140625,0.02337666774367886,0.019242745608202716,0.040083075538161456,0.02787017822265625,-0.0070037841796875,fp_reduction
potsdam_393,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_393.tif,0.3246650695800781,0.5975416294588459,0.6292004895195423,0.7480764425038813,0.772404002536199,0.044462409059313056,0.10277038128659696,0.0384368896484375,0.01509857177734375,0.107696533203125,0.1108856201171875,0.0316588600606964,0.02432756003231773,0.05830797222728391,0.02333831787109375,-0.0031890869140625,fp_reduction
potsdam_798,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_798.tif,0.6102256774902344,0.6957820756825043,0.6876043589069296,0.8206031726127593,0.8148881048781408,0.1096309516249932,0.10177285479046252,0.10732650756835938,0.08429336547851562,0.11096572875976562,0.13267135620117188,-0.008177716775574662,-0.005715067734618495,-0.007858096834530676,0.02303314208984375,-0.02170562744140625,fp_reduction
khartoum_853,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_853.tif,0.27508544921875,0.5360890645240128,0.5539419993538023,0.6979921632213496,0.7129506758733987,0.1779119831259891,0.21764912589062982,0.1844024658203125,0.16149520874023438,0.028759002685546875,0.033245086669921875,0.017852934829789446,0.01495851265204906,0.039737142764640715,0.022907257080078125,-0.004486083984375,fp_reduction
potsdam_942,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_942.tif,0.2592315673828125,0.43180107392028255,0.4113347606350806,0.603157913183906,0.5829017637882069,0.0521861777188051,0.05457137765441251,0.19686126708984375,0.1755218505859375,0.062290191650390625,0.08040237426757812,-0.02046631328520193,-0.020256149395699086,0.0023851999356074086,0.02133941650390625,-0.0181121826171875,fp_reduction
khartoum_642,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_642.tif,0.3316612243652344,0.7005555749070844,0.7147708135024944,0.823913767058492,0.8336633769062906,0.2799090284939926,0.320314195201261,0.10640335083007812,0.08511734008789062,0.02477264404296875,0.03376007080078125,0.014215238595409962,0.009749609847798602,0.0404051667072684,0.0212860107421875,-0.0089874267578125,fp_reduction
khartoum_105,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_105.tif,0.24425506591796875,0.5905086523339376,0.6081750297692962,0.7425406349940704,0.7563542755124204,0.20690199379380486,0.23323910608702111,0.119476318359375,0.09852981567382812,0.029468536376953125,0.0357818603515625,0.017666377435358593,0.01381364051834999,0.026337112293216253,0.020946502685546875,-0.006313323974609375,fp_reduction
khartoum_709,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_709.tif,0.3449516296386719,0.6466131314950648,0.6606321533901978,0.7853856125972708,0.7956393618435328,0.1919183560899298,0.22527155231785334,0.142913818359375,0.1219940185546875,0.029491424560546875,0.036472320556640625,0.014019021895132933,0.01025374924626199,0.03335319622792354,0.0209197998046875,-0.00698089599609375,fp_reduction
khartoum_89,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_89.tif,0.2855949401855469,0.36896868531522903,0.3413680628341658,0.5390462021123769,0.5089849270939146,0.2192007647544098,0.2660538746343017,0.05902862548828125,0.038360595703125,0.15843963623046875,0.17500686645507812,-0.02760062248106321,-0.03006127501846223,0.046853109879891885,0.02066802978515625,-0.016567230224609375,fp_reduction
potsdam_423,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_423.tif,0.7107162475585938,0.11161343196486584,0.14808721793275492,0.200813392057284,0.25797206975128917,6.946856547364036e-12,4.426737494446981e-12,0.001445770263671875,0.001155853271484375,0.6312294006347656,0.6052970886230469,0.03647378596788908,0.05715867769400518,-2.5201190529170547e-12,0.0002899169921875,0.02593231201171875,fn_reduction
potsdam_697,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_697.tif,0.40824127197265625,0.1839540737916672,0.22814556881461792,0.31074528626310566,0.3715285461389608,0.08373844874049079,0.11689463610887962,0.050922393798828125,0.040920257568359375,0.3237762451171875,0.3057670593261719,0.04419149502295072,0.060783259875855145,0.03315618736838884,0.01000213623046875,0.018009185791015625,fn_reduction
kitsap_2418,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_2418.tif,0.3182792663574219,0.8513564979727005,0.8750983275763249,0.9197110323213497,0.9333892678656517,0.2282069754662533,0.2910263446794227,0.022274017333984375,0.01633453369140625,0.028347015380859375,0.02545928955078125,0.023741829603624365,0.013678235544302031,0.06281936921316938,0.005939483642578125,0.002887725830078125,fn_reduction
wuxi_20,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_20.tif,0.070037841796875,0.8066567516292802,0.8387822357072826,0.8929828545478228,0.9123236231226891,0.3076127125009961,0.38782395339077097,0.004344940185546875,0.002887725830078125,0.010036468505859375,0.008869171142578125,0.03212548407800242,0.01934076857486633,0.08021124088977488,0.00145721435546875,0.00116729736328125,fn_reduction
dunedin_333,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_333.tif,0.22970962524414062,0.8243938386847609,0.854575602760816,0.9037454755701346,0.9215861585675909,0.45769189651630937,0.5421574705530571,0.034290313720703125,0.025653839111328125,0.0120697021484375,0.01148223876953125,0.030181764076055106,0.017840682997456225,0.0844655740367477,0.008636474609375,0.00058746337890625,fn_reduction
wuxi_522,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_522.tif,0.058139801025390625,0.6616248643840601,0.6754544282604392,0.7963588876947444,0.8062940022321152,0.25129028559179617,0.2911947387737036,0.0016326904296875,0.001041412353515625,0.01859283447265625,0.01816558837890625,0.013829563876379125,0.009935114537370837,0.03990445318190744,0.000591278076171875,0.00042724609375,fn_reduction
kitsap_1536,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1536.tif,0.19923782348632812,0.8789056373618909,0.9001300251146178,0.9355505884754032,0.947440452197764,0.33277952126433585,0.43614184775739134,0.0196685791015625,0.01493072509765625,0.006839752197265625,0.006458282470703125,0.021224387752726948,0.011889863722360783,0.10336232649305549,0.00473785400390625,0.0003814697265625,fn_reduction
kitsap_405,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_405.tif,0.21544647216796875,0.6741722931755078,0.6846845360829943,0.8053798237176707,0.8128341198819072,0.29942550483573765,0.37752312474486943,0.019023895263671875,0.015819549560546875,0.057373046875,0.057102203369140625,0.010512242907486535,0.00745429616423654,0.07809761990913178,0.003204345703125,0.000270843505859375,fn_reduction
dunedin_226,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_226.tif,0.16934585571289062,0.823353236298767,0.8613397644154,0.9031198342785219,0.9255051451456536,0.4511929214743208,0.5543007844213068,0.0306243896484375,0.0220489501953125,0.00469970703125,0.004489898681640625,0.037986528116633056,0.02238531086713169,0.10310786294698604,0.008575439453125,0.000209808349609375,fn_reduction
dunedin_496,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_496.tif,0.1338348388671875,0.831077396004187,0.8621840969800129,0.9077468793156052,0.9259923316692054,0.440793580029243,0.5327915597398879,0.02004241943359375,0.0146942138671875,0.005950927734375,0.00577545166015625,0.031106700975825907,0.0182454523536002,0.09199797971064488,0.00534820556640625,0.00017547607421875,fn_reduction
potsdam_689,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_689.tif,0.011585235595703125,0.5659104843787275,0.35001646363681216,0.7227877838738687,0.5185365853775966,0.05837264156495444,7.830853562425148e-11,0.000858306884765625,0.0,0.004543304443359375,0.00753021240234375,-0.21589402074191533,-0.20425119849627205,-0.05837264148664591,0.000858306884765625,-0.002986907958984375,failure_or_regression
potsdam_926,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_926.tif,0.09605789184570312,0.4924645892370445,0.39112224527580103,0.659934705034647,0.5623118264454197,0.11608916354981141,0.13082322911128497,0.00493621826171875,0.00139617919921875,0.046321868896484375,0.057941436767578125,-0.10134234396124348,-0.09762287858922736,0.014734065561473553,0.0035400390625,-0.01161956787109375,failure_or_regression
khartoum_465,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_465.tif,0.02355194091796875,0.29484321594152413,0.19617950274111312,0.45541145415522305,0.3280101394255005,0.12541399869451503,0.10759175467301178,0.002117156982421875,0.00160980224609375,0.01598358154296875,0.01861572265625,-0.09866371320041101,-0.12740131472972255,-0.017822244021503245,0.000507354736328125,-0.00263214111328125,failure_or_regression
khartoum_31,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_31.tif,0.07800674438476562,0.5116100556538495,0.42264660494105594,0.6769074520766888,0.5941694915267994,0.17313819196362865,0.13649129377329627,0.001506805419921875,0.001094818115234375,0.037326812744140625,0.044574737548828125,-0.0889634507127936,-0.08273796054988936,-0.03664689819033237,0.0004119873046875,-0.0072479248046875,failure_or_regression
potsdam_583,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_583.tif,0.3233070373535156,0.6692890379832601,0.584996308581079,0.8018851412236551,0.7381674082315502,0.04390311675522668,0.04111978372196782,0.029209136962890625,0.02288055419921875,0.087371826171875,0.12078857421875,-0.08429272940218113,-0.06371773299210481,-0.00278333303325886,0.006328582763671875,-0.033416748046875,failure_or_regression
dunedin_260,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_260.tif,0.0,6.24999999609375e-10,1.0,6.24999999609375e-10,1.0,3.8461538446745557e-10,1.0,0.0006103515625,0.0,0.0,0.0,0.999999999375,0.999999999375,0.9999999996153847,0.0006103515625,0.0,tiny_building_case
potsdam_132,potsdam,/path/to/project/data/raw/processed_slim/target_whu/test/images/potsdam_132.tif,0.0,7.246376806343206e-10,1.0,7.246376806343206e-10,1.0,3.9999999983999997e-10,1.0,0.00052642822265625,0.0,0.0,0.0,0.9999999992753623,0.9999999992753623,0.9999999996,0.00052642822265625,0.0,tiny_building_case
wuxi_640,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_640.tif,0.002254486083984375,0.24856961225374638,0.26389976513203606,0.39816700614062284,0.4175960347324909,0.13413768636379433,0.18389897401863464,0.00374603271484375,0.00261688232421875,0.000762939453125,0.00096893310546875,0.015330152878289677,0.01942902859186807,0.04976128765484031,0.001129150390625,-0.00020599365234375,tiny_building_case
wuxi_1022,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_1022.tif,0.0057830810546875,0.26670307665634985,0.28996648927084634,0.42109801667977725,0.4495721271477755,0.11019283749007734,0.1367471632488581,0.015171051025390625,0.013568878173828125,0.000194549560546875,0.000171661376953125,0.023263412614496493,0.028474110467998248,0.026554325758780764,0.0016021728515625,2.288818359375e-05,tiny_building_case
kitsap_2670,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_2670.tif,0.00148773193359375,0.6940133038372476,0.6834532374859824,0.8193717277723336,0.8119658119925974,0.5254237289029334,0.5372848949259494,0.000232696533203125,0.000102996826171875,0.000293731689453125,0.000400543212890625,-0.010560066351265163,-0.00740591577973615,0.011861166023016012,0.00012969970703125,-0.0001068115234375,tiny_building_case
khartoum_438,khartoum,/path/to/project/data/raw/processed_slim/target_whu/test/images/khartoum_438.tif,0.06047821044921875,0.6627268889844727,0.6887476803706419,0.7971566387414408,0.8156904531989754,0.30581792206281594,0.3899471343510116,0.01181793212890625,0.007358551025390625,0.01256561279296875,0.01375579833984375,0.026020791386169195,0.018533814457534548,0.08412921228819564,0.004459381103515625,-0.001190185546875,region_khartoum
wuxi_630,wuxi,/path/to/project/data/raw/processed_slim/target_whu/test/images/wuxi_630.tif,0.06584930419921875,0.8365520950479804,0.8665583426431067,0.9110028485480101,0.9285092491840901,0.2378085490782991,0.34179495579197844,0.012172698974609375,0.00927734375,0.000579833984375,0.0007476806640625,0.030006247595126267,0.01750640063608,0.10398640671367934,0.002895355224609375,-0.0001678466796875,region_wuxi
kitsap_247,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_247.tif,0.10369873046875,0.8905075500569064,0.9205975115242069,0.9420830401126986,0.958657403230247,0.4953920531840505,0.6171817362110239,0.01099395751953125,0.006366729736328125,0.00156402587890625,0.00237274169921875,0.030089961467300474,0.01657436311754834,0.1217896830269734,0.004627227783203125,-0.0008087158203125,additional
dunedin_774,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_774.tif,0.30574798583984375,0.927397961558236,0.9450276407300184,0.9623315786932183,0.9717369778614648,0.37796693403515047,0.4979463063307462,0.02211761474609375,0.015125274658203125,0.00168609619140625,0.002513885498046875,0.017629679171782486,0.009405399168246564,0.11997937229559574,0.006992340087890625,-0.000827789306640625,additional
dunedin_1009,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_1009.tif,0.105743408203125,0.8713508006753323,0.9022681234021775,0.9312532961332212,0.9486235008642204,0.43270559151143234,0.5469788041794765,0.014080047607421875,0.009128570556640625,0.00133514404296875,0.00209808349609375,0.03091732272684522,0.01737020473099926,0.11427321266804419,0.00495147705078125,-0.000762939453125,additional
dunedin_387,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_387.tif,0.028583526611328125,0.7879697576185459,0.8404929998822485,0.8814128474604725,0.9133346336394687,0.3534679878171977,0.46416831033389944,0.005725860595703125,0.0032958984375,0.00154876708984375,0.001789093017578125,0.05252324226370253,0.0319217861789961,0.11070032251670175,0.002429962158203125,-0.000240325927734375,additional
kitsap_1941,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1941.tif,0.0195465087890625,0.721517003608815,0.7663631678445909,0.8382339553951913,0.8677300136173144,0.3842674533061108,0.4925016300914475,0.004795074462890625,0.002658843994140625,0.001983642578125,0.002529144287109375,0.04484616423577592,0.02949605822212309,0.1082341767853367,0.00213623046875,-0.000545501708984375,additional
dunedin_4,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_4.tif,0.05445098876953125,0.8664482802074686,0.9000786266550905,0.9284460645337909,0.9474119797236201,0.49969124367667417,0.6061786433901117,0.006103515625,0.0037689208984375,0.001983642578125,0.002048492431640625,0.03363034644762197,0.018965915189829263,0.10648739971343757,0.0023345947265625,-6.4849853515625e-05,additional
dunedin_352,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_352.tif,0.045230865478515625,0.7922240802690063,0.8315435751345494,0.8840681128999142,0.9080248883220006,0.3425069380279543,0.4484613460164065,0.009517669677734375,0.006988525390625,0.001857757568359375,0.00180816650390625,0.03931949486554309,0.023956775422086407,0.10595440798845224,0.002529144287109375,4.9591064453125e-05,additional
kitsap_742,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_742.tif,0.07314300537109375,0.8458016665147615,0.8798749699452759,0.9164599662667019,0.9360994576897164,0.463964322692809,0.5676618184947889,0.0101776123046875,0.006183624267578125,0.0026702880859375,0.003345489501953125,0.0340733034305144,0.019639491423014466,0.1036974958019799,0.003993988037109375,-0.000675201416015625,additional
kitsap_2169,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_2169.tif,0.07389450073242188,0.8351014658632958,0.8689658352166123,0.910142007292482,0.9298894809553733,0.4314680361304102,0.532877381538516,0.01276397705078125,0.00884246826171875,0.00152587890625,0.0019989013671875,0.03386436935331649,0.019747473662891313,0.10140934540810587,0.0039215087890625,-0.0004730224609375,additional
dunedin_2,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_2.tif,0.14611053466796875,0.8581192224825472,0.8913111555418993,0.9236428019252342,0.9425325419671109,0.4382524765078067,0.539656311965523,0.018543243408203125,0.012248992919921875,0.004817962646484375,0.004962921142578125,0.033191933059352086,0.018889740041876713,0.10140383545771631,0.00629425048828125,-0.00014495849609375,additional
kitsap_1002,kitsap,/path/to/project/data/raw/processed_slim/target_whu/test/images/kitsap_1002.tif,0.3235893249511719,0.9399653082832782,0.9553945120343595,0.9690537292288578,0.9771884969037476,0.45353139323290337,0.5545872381092665,0.015087127685546875,0.00908660888671875,0.005245208740234375,0.0057525634765625,0.015429203751081366,0.008134767674889853,0.1010558448763631,0.006000518798828125,-0.000507354736328125,additional
dunedin_287,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_287.tif,0.18097686767578125,0.8421827033117615,0.8752154886622175,0.9143313546453997,0.9334559083516689,0.44378040305961164,0.5440687464989947,0.029026031494140625,0.020389556884765625,0.004116058349609375,0.00473785400390625,0.03303278535045606,0.0191245537062692,0.10028834343938309,0.008636474609375,-0.000621795654296875,additional
dunedin_1044,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_1044.tif,0.13477325439453125,0.777595754499821,0.8221198837614586,0.8748848015993109,0.9023773804215459,0.4117854125619129,0.5120099236946509,0.03055572509765625,0.0201263427734375,0.006214141845703125,0.007427215576171875,0.044524129261637624,0.027492578822234992,0.100224511132738,0.01042938232421875,-0.00121307373046875,additional
dunedin_435,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_435.tif,0.1858673095703125,0.8390945023358981,0.8739851150205346,0.9125083037006052,0.9327556638686476,0.4619699719535985,0.5603816131845261,0.026458740234375,0.0171051025390625,0.0077056884765625,0.008472442626953125,0.034890612684636446,0.020247360168042405,0.09841164123092755,0.0093536376953125,-0.000766754150390625,additional
dunedin_1040,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_1040.tif,0.2969932556152344,0.9109598785925366,0.9301079840150496,0.9534055516261813,0.9637885462555293,0.4158677404260264,0.5141193728820294,0.024753570556640625,0.017059326171875,0.003894805908203125,0.00489044189453125,0.019148105422512995,0.010382994629347997,0.09825163245600294,0.007694244384765625,-0.000995635986328125,additional
dunedin_98,dunedin,/path/to/project/data/raw/processed_slim/target_whu/test/images/dunedin_98.tif,0.4327201843261719,0.9778029015025521,0.9830437804030724,0.988776890517961,0.991449397252597,0.4725524242089949,0.5706866705197535,0.0092926025390625,0.006427764892578125,0.000518798828125,0.001018524169921875,0.005240878900520274,0.0026725067346359266,0.09813424631075862,0.002864837646484375,-0.000499725341796875,additional
